Compound,Spacegroup,PBE Formation Energy (fit=standard),HSE Formation Energy (fit=standard),PBE Bandgap,HSE Bandgap,natoms,ntypes,PBE Formation Energy (fit=nothing),HSE Formation Energy (fit=nothing),PBE Bandgap Type,HSE Bandgap Type,Exp FE,Data ID
Sr,P4/mmm,0.384906,0.386408,0.0,0.0,1,1,0.384906,0.386408,N.A.,N.A.,0.0,H-177
Sr,P6/mmm,0.221668,0.223647,0.0,0.0,3,1,0.221668,0.223647,N.A.,N.A.,0.0,H-367
Sr,P63/mmc,0.002521,0.0,0.0,0.0,2,1,0.002521,0.0,N.A.,N.A.,0.0,H-97
Ta2C,P-3m1,-0.609112,-0.74961,0.0,0.0,3,2,-0.609112,-0.74961,N.A.,N.A.,-0.7372,H-6009
Ta2H,C222,-0.195137,-0.220047,0.0,0.0,3,2,-0.162484,-0.236198,N.A.,N.A.,None,H-5665
Ta2H,C222,-0.157833,-0.176714,0.0,0.0,3,2,-0.125179,-0.192865,N.A.,N.A.,None,H-7346
TaB2,P6/mmm,-0.64523,-0.714433,0.0,0.0,3,2,-0.64523,-0.714433,N.A.,N.A.,-0.6376,H-9291
TaC,P-6m2,-0.170679,-0.214839,0.0,0.0,2,2,-0.170679,-0.214839,N.A.,N.A.,-0.7467,H-6635
TaC,Fm-3m,-0.583843,-0.694077,0.0,0.0,2,2,-0.583843,-0.694077,N.A.,N.A.,-0.7467,H-8440
TaN,Fm-3m,-0.961885,-0.850126,0.0,0.0,2,2,-0.839575,-0.922475,N.A.,N.A.,-1.3074,H-1203
TaN,P-6m2,-1.271253,-1.255686,0.0,0.03,2,2,-1.148943,-1.328035,N.A.,Direct,-1.3074,H-3368
TaRu,P4/mmm,-0.304724,-0.452603,0.0,0.0,2,2,-0.304724,-0.452603,N.A.,N.A.,None,H-3087
TaS,Amm2,-0.885555,-0.844232,0.0,0.0,2,2,-0.667311,-0.785521,N.A.,N.A.,None,H-10843
TaSe2,C2/m,-0.792987,-0.908625,0.0,0.0,3,2,-0.792987,-0.908625,N.A.,N.A.,None,H-9084
TaTc,Pm-3m,-0.488464,-0.728408,0.03,0.18,2,2,-0.488464,-0.728408,Indirect,Indirect,None,H-1553
Ta,Im-3m,0.0,0.0,0.0,0.0,1,1,0.0,0.0,N.A.,N.A.,0.0,H-249
Ta,Fm-3m,0.238174,0.339542,0.0,0.0,1,1,0.238174,0.339542,N.A.,N.A.,0.0,H-65
Tb2C,R-3m,-0.262737,-0.3797,0.0,0.0,3,2,-0.262737,-0.3797,N.A.,N.A.,None,H-11151
TbAg,Pm-3m,-0.325872,-0.331199,0.0,0.0,2,2,-0.325872,-0.331199,N.A.,N.A.,-0.3783,H-8333
TbAl,Pm-3m,-0.393925,-0.496352,0.0,0.0,2,2,-0.393925,-0.496352,N.A.,N.A.,None,H-2765
TbAs,Fm-3m,-1.538382,-1.867611,0.0,0.0,2,2,-1.538382,-1.867611,N.A.,N.A.,None,H-13113
TbAu,Pm-3m,-0.859082,-0.88705,0.0,0.0,2,2,-0.859082,-0.88705,N.A.,N.A.,-0.8965,H-5918
TbBi,Fm-3m,-0.899252,-1.137356,0.0,0.0,2,2,-0.899252,-1.137356,N.A.,N.A.,None,H-3256
TbC2,I4/mmm,-0.196476,-0.256556,0.0,0.0,3,2,-0.196476,-0.256556,N.A.,N.A.,-0.255,H-10168
TbH2,Fm-3m,-0.771743,-0.782338,0.0,0.18,3,2,-0.706437,-0.814641,N.A.,Indirect,None,H-6767
TbHg,Pm-3m,-0.491209,-0.565499,0.0,0.0,2,2,-0.488551,-0.59637,N.A.,N.A.,None,H-4225
TbMg,Pm-3m,-0.084655,-0.124508,0.0,0.0,2,2,-0.084655,-0.124508,N.A.,N.A.,None,H-6425
TbN,Fm-3m,-1.786842,-1.780728,0.04,0.79,2,2,-1.664531,-1.853077,Indirect,Indirect,None,H-5366
TbNiSb,F-43m,-0.906673,-1.118497,0.31,0.47,3,3,-0.906673,-1.118497,Indirect,Indirect,None,H-7848
TbPbAu,F-43m,-0.693457,-0.809928,0.0,0.0,3,3,-0.693457,-0.809928,N.A.,Direct,None,H-5538
TbRh,Pm-3m,-0.822761,-1.054655,0.0,0.0,2,2,-0.822761,-1.054655,N.A.,N.A.,-0.7493,H-2375
TbS,Fm-3m,-2.223232,-2.315472,0.0,0.0,2,2,-2.004987,-2.256762,N.A.,N.A.,None,H-12214
TbSbPt,F-43m,-1.213687,-1.469824,0.07,0.68,3,3,-1.213687,-1.469824,Direct,Direct,None,H-9022
TbSb,Fm-3m,-1.149706,-1.430255,0.09,0.0,2,2,-1.149706,-1.430255,Indirect,N.A.,None,H-10835
TbSi2,Cmmm,-0.537743,-0.574538,0.0,0.0,3,2,-0.537743,-0.574538,N.A.,N.A.,-0.6374,H-2041
TbTl,Pm-3m,-0.351209,-0.465954,0.0,0.0,2,2,-0.351209,-0.465954,N.A.,N.A.,None,H-11306
Tb,R-3m,0.0,0.0,0.0,0.0,3,1,0.0,0.0,N.A.,N.A.,0.0,H-186
Tb,Im-3m,0.145496,0.140152,0.0,0.0,1,1,0.145496,0.140152,N.A.,N.A.,0.0,H-60
TcB,P-6m2,-0.29025,-0.370384,0.0,0.0,2,2,-0.29025,-0.370384,N.A.,N.A.,None,H-2047
TcN,F-43m,-0.06444,0.125581,0.01,0.27,2,2,0.057871,0.053232,Indirect,Indirect,None,H-12767
Tc,P63/mmc,0.0,0.0,0.0,0.0,2,1,0.0,0.0,N.A.,N.A.,0.0,H-157
Tc,Fm-3m,0.069829,0.070751,0.0,0.0,1,1,0.069829,0.070751,N.A.,N.A.,0.0,H-51
Te2Au,C2/m,-0.075798,-0.032879,0.0,0.0,3,2,-0.075798,-0.032879,N.A.,N.A.,-0.0643,H-12076
Te2Au,C2/m,-0.074826,-0.040566,0.0,0.0,3,2,-0.074826,-0.040566,N.A.,N.A.,-0.0643,H-2671
Te2Pd,C2/m,-0.331956,-0.413935,0.0,0.0,3,2,-0.331956,-0.413935,N.A.,N.A.,-0.1879,H-5985
Te2Pt,P-1,-0.395679,-0.497114,0.0,0.0,3,2,-0.395679,-0.497114,N.A.,N.A.,None,H-1483
TeAs,Fm-3m,0.096207,0.167519,0.0,0.07,2,2,0.096207,0.167519,N.A.,Indirect,None,H-10098
TePb,Pm-3m,-0.179529,-0.206909,0.0,0.0,2,2,-0.179529,-0.206909,N.A.,N.A.,-0.3556,H-956
Te,Im-3m,0.31124,0.412163,0.0,0.0,1,1,0.31124,0.412163,N.A.,N.A.,0.0,H-156
Te,P3121,0.0,0.0,0.44,0.67,3,1,0.0,0.0,Direct,Direct,0.0,H-195
Te,P21,0.042988,0.118095,0.0,0.0,4,1,0.042988,0.118095,N.A.,N.A.,0.0,H-201
Te,P21/c,0.043246,0.119276,0.0,0.0,4,1,0.043246,0.119276,N.A.,N.A.,0.0,H-302
Te,C2/m,0.0418,0.114754,0.0,0.0,3,1,0.0418,0.114754,N.A.,N.A.,0.0,H-76
ThAl2,Cmmm,-0.455042,-0.597267,0.0,0.0,3,2,-0.455042,-0.597267,N.A.,N.A.,None,H-9059
ThAs,Pm-3m,-1.110983,-1.299982,0.0,0.0,2,2,-1.110983,-1.299982,N.A.,N.A.,None,H-4893
ThC,Fm-3m,-0.290195,-0.385591,0.0,0.0,2,2,-0.290195,-0.385591,N.A.,N.A.,-0.6504,H-1634
ThCd2,Cmmm,-0.189933,-0.224197,0.0,0.0,3,2,-0.189933,-0.224197,N.A.,N.A.,None,H-10632
ThGa2,Cmmm,-0.636549,-0.478335,0.0,0.0,3,2,-0.636549,-0.478335,N.A.,N.A.,None,H-8312
ThGe,Fm-3m,-0.782514,-0.94932,0.0,0.0,2,2,-0.782514,-0.94932,N.A.,N.A.,None,H-7622
ThH2,Fm-3m,-0.560482,-0.571358,0.0,0.0,3,2,-0.495175,-0.603661,N.A.,N.A.,-0.4826,H-12844
ThH2,I4/mmm,-0.571694,-0.584175,0.0,0.0,3,2,-0.506387,-0.616478,N.A.,N.A.,-0.4826,H-7484
ThN,Fm-3m,-1.695311,-1.620869,0.0,0.0,2,2,-1.573001,-1.693218,N.A.,N.A.,-2.0273,H-2118
ThO2,Fm-3m,-4.236914,-4.220752,4.8,6.33,3,2,-3.854217,-4.126949,Indirect,Indirect,-4.236,H-758
ThP,Fm-3m,-1.728382,-1.856536,0.0,0.0,2,2,-1.555886,-1.758041,N.A.,N.A.,-1.8039,H-4663
ThSb,Pm-3m,-0.817887,-1.028809,0.0,0.0,2,2,-0.817887,-1.028809,N.A.,N.A.,None,H-11944
ThSe,Pm-3m,-1.365628,-1.597536,0.0,0.0,2,2,-1.365628,-1.597536,N.A.,N.A.,None,H-7337
ThSe,Fm-3m,-1.537646,-1.721043,0.0,0.0,2,2,-1.537646,-1.721043,N.A.,N.A.,None,H-7575
ThSiAu,Amm2,-0.794611,-0.881624,0.0,0.0,3,3,-0.794611,-0.881624,N.A.,N.A.,None,H-2466
ThSnPt,F-43m,-1.062909,-1.285791,0.69,1.05,3,3,-1.071534,-1.283114,Direct,Indirect,None,H-1485
ThTe,Pm-3m,-1.097672,-1.338846,0.0,0.0,2,2,-1.097672,-1.338846,N.A.,N.A.,None,H-3522
Th,Fm-3m,0.0,0.0,0.0,0.0,1,1,0.0,0.0,N.A.,N.A.,0.0,H-163
Th,Im-3m,0.142145,0.140788,0.0,0.0,1,1,0.142145,0.140788,N.A.,N.A.,0.0,H-335
TiAg,P4/mmm,0.024339,0.093007,0.0,0.0,2,2,0.091201,0.048018,N.A.,N.A.,-0.0166,H-9970
TiAl,P4/mmm,-0.468761,-0.45831,0.0,0.0,2,2,-0.401899,-0.503299,N.A.,N.A.,-0.4035,H-4562
TiAu,Pm-3m,-0.396896,-0.373608,0.0,0.0,2,2,-0.330034,-0.418597,N.A.,N.A.,-0.4581,H-6836
TiB2,P6/mmm,-1.103967,-1.157185,0.0,0.0,3,2,-1.059392,-1.187178,N.A.,N.A.,-1.0502,H-12287
TiB,F-43m,0.651352,0.809151,0.0,0.0,2,2,0.718214,0.764162,N.A.,N.A.,-0.8304,H-10160
TiC,Fm-3m,-0.890717,-0.988139,0.0,0.3,2,2,-0.823854,-1.033128,N.A.,Indirect,-0.9584,H-10696
TiGaRh,F-43m,-0.196677,-0.062021,0.0,0.0,3,3,-0.152102,-0.092014,N.A.,N.A.,None,H-9551
TiHg,P4/mmm,-0.085858,-0.108678,0.0,0.0,2,2,-0.016337,-0.184539,N.A.,N.A.,None,H-6975
TiIr,P4/mmm,-0.92316,-1.033826,0.0,0.0,2,2,-0.856298,-1.078815,N.A.,N.A.,-0.8737,H-2400
TiIr,Pm-3m,-0.839219,-0.932435,0.0,0.0,2,2,-0.772357,-0.977424,N.A.,N.A.,-0.8737,H-2726
TiNi2Sb,Fm-3m,-0.391484,-0.509838,0.0,0.0,4,3,-0.358053,-0.532332,N.A.,N.A.,None,H-632
TiNiSb,F-43m,-0.539578,-0.608495,0.0,0.0,3,3,-0.495003,-0.638488,N.A.,N.A.,None,H-5700
TiNiSn,F-43m,-0.567342,-0.587234,0.43,0.59,3,3,-0.531392,-0.61455,Indirect,Indirect,None,H-2718
TiNiSn,F-43m,0.098402,0.156098,0.02,0.25,3,3,0.134352,0.128783,Indirect,Indirect,None,H-9232
TiNi,Pm-3m,-0.421642,-0.254329,0.0,0.0,2,2,-0.354779,-0.299318,N.A.,N.A.,-0.3631,H-11226
TiO,Fm-3m,-2.645446,-2.616373,0.0,0.0,2,2,-2.291561,-2.59101,N.A.,N.A.,-2.797,H-12851
TiOs,Pm-3m,-0.783009,-0.956819,0.0,0.0,2,2,-0.716147,-1.001808,N.A.,N.A.,-0.7141,H-6620
TiRe,Pm-3m,-0.456879,-0.513755,0.0,0.0,2,2,-0.390017,-0.558744,N.A.,N.A.,None,H-7450
TiRh,Pm-3m,-0.78255,-0.863353,0.0,0.0,2,2,-0.715688,-0.908342,N.A.,N.A.,-0.7561,H-11589
TiRh,P4/mmm,-0.801438,-0.90891,0.0,0.0,2,2,-0.734576,-0.953899,N.A.,N.A.,-0.7561,H-1610
TiRu,Pm-3m,-0.812736,-1.023178,0.0,0.0,2,2,-0.745873,-1.068167,N.A.,N.A.,-0.798,H-13340
TiSi2,Fmmm,-0.405218,-0.338375,0.0,0.0,3,2,-0.360643,-0.368368,N.A.,N.A.,-0.5274,H-2485
Ti,Fm-3m,0.063323,0.0,0.0,0.0,1,1,0.063323,0.0,N.A.,N.A.,0.0,H-212
TlBi2,Cmmm,-0.017767,0.004505,0.0,0.0,3,2,-0.017767,0.004505,N.A.,N.A.,None,H-3448
TlBi,Pm-3m,0.08054,0.10885,0.0,0.0,2,2,0.08054,0.10885,N.A.,N.A.,None,H-3952
TlBr,Pm-3m,-1.093927,-0.972163,2.21,2.68,2,2,-0.838753,-0.919258,Direct,Direct,-0.8976,H-11899
TlBr,Fm-3m,-1.139564,-1.010947,2.43,2.99,2,2,-0.88439,-0.958042,Direct,Direct,-0.8976,H-1443
TlC,Fm-3m,2.11232,2.306054,0.0,0.0,2,2,2.11232,2.306054,N.A.,N.A.,None,H-1832
TlCl,Fm-3m,-1.318103,-1.103791,2.63,3.28,2,2,-1.01784,-1.049657,Direct,Direct,-1.0577,H-11757
TlCl,Pm-3m,-1.270872,-1.064135,2.32,2.94,2,2,-0.97061,-1.010001,Direct,Direct,-1.0577,H-5681
TlHg,Pm-3m,-0.019536,0.011687,0.0,0.0,2,2,-0.016878,-0.019185,N.A.,N.A.,None,H-7573
TlI,Fm-3m,-0.827682,-0.789749,2.18,2.82,2,2,-0.682068,-0.784498,Direct,Direct,-0.6418,H-13193
TlI,Pm-3m,-0.775378,-0.800569,1.97,2.42,2,2,-0.629763,-0.795318,Indirect,Indirect,-0.6418,H-6696
TlN,P63mc,0.805126,1.046777,0.0,0.01,4,2,0.927436,0.974429,N.A.,Direct,None,H-766
TlS,Pm-3m,-0.159862,0.054924,0.0,0.36,2,2,0.058383,0.113635,N.A.,Indirect,None,H-1583
TlSb,Pm-3m,0.163846,0.223742,0.0,0.0,2,2,0.163846,0.223742,N.A.,N.A.,None,H-12696
TlSe,Pm-3m,-0.073643,-0.028588,0.0,0.0,2,2,-0.073643,-0.028588,N.A.,N.A.,-0.3176,H-6541
TlSn,P4/mmm,0.060872,0.097979,0.0,0.0,2,2,0.047934,0.101995,N.A.,N.A.,None,H-2916
Tl,P63/mmc,0.0,0.0,0.0,0.0,2,1,0.0,0.0,N.A.,N.A.,0.0,H-151
Tl,I4/mmm,0.018964,0.017078,0.0,0.0,1,1,0.018964,0.017078,N.A.,N.A.,0.0,H-172
Tl,Fm-3m,0.018101,0.016752,0.0,0.0,1,1,0.018101,0.016752,N.A.,N.A.,0.0,H-204
Tl,Im-3m,0.004709,0.007264,0.0,0.0,1,1,0.004709,0.007264,N.A.,N.A.,0.0,H-228
TmAl3,Pm-3m,-0.408884,-0.488395,0.0,0.0,4,2,-0.408884,-0.488395,N.A.,N.A.,None,H-659
TmAs,Fm-3m,-1.500925,-1.769091,0.0,0.0,2,2,-1.500925,-1.769091,N.A.,N.A.,None,H-10130
TmAu2,I4/mmm,-0.895723,-0.929356,0.0,0.0,3,2,-0.895723,-0.929356,N.A.,N.A.,-0.9494,H-8992
TmAu,Pm-3m,-0.897544,-0.931472,0.0,0.0,2,2,-0.897544,-0.931472,N.A.,N.A.,-0.9618,H-2138
TmB2,Cmmm,-0.648994,-0.724743,0.0,0.0,3,2,-0.648994,-0.724743,N.A.,N.A.,-0.3171,H-3103
TmCd2,C2/m,-0.296379,-0.329447,0.0,0.0,3,2,-0.296379,-0.329447,N.A.,N.A.,None,H-7166
TmCu,Pm-3m,-0.287722,-0.300713,0.0,0.0,2,2,-0.287722,-0.300713,N.A.,N.A.,None,H-9942
TmHg,Pm-3m,-0.487881,-0.568985,0.0,0.0,2,2,-0.485222,-0.599857,N.A.,N.A.,None,H-8166
TmI2,C2/m,-1.336721,-1.289608,0.0,0.0,3,2,-1.142569,-1.282607,N.A.,N.A.,None,H-7406
TmIn,Pm-3m,-0.42654,-0.611213,0.0,0.0,2,2,-0.42654,-0.611213,N.A.,N.A.,None,H-12931
TmIr,Pm-3m,-0.914352,-1.099077,0.0,0.0,2,2,-0.914352,-1.099077,N.A.,N.A.,None,H-11653
TmMg,Pm-3m,-0.055991,-0.102792,0.0,0.0,2,2,-0.055991,-0.102792,N.A.,N.A.,None,H-3587
TmN,Fm-3m,-1.944783,-1.948033,0.16,1.0,2,2,-1.822473,-2.020382,Indirect,Indirect,None,H-10175
TmNiBi,F-43m,-0.669986,-0.849923,0.14,0.25,3,3,-0.669986,-0.849923,Direct,Indirect,None,H-6485
TmP,Fm-3m,-1.775624,-1.927606,0.0,0.07,2,2,-1.603128,-1.829111,N.A.,Indirect,None,H-10912
TmPd,Pm-3m,-0.93055,-1.091195,0.0,0.0,2,2,-0.93055,-1.091195,N.A.,N.A.,-0.9597,H-3470
TmRh,Pm-3m,-0.942691,-1.191963,0.0,0.0,2,2,-0.942691,-1.191963,N.A.,N.A.,-0.9214,H-9947
TmS,Fm-3m,-2.140786,-2.195211,0.0,0.0,2,2,-1.922542,-2.1365,N.A.,N.A.,None,H-801
TmSbPt,F-43m,-1.211323,-1.465583,0.0,0.42,3,3,-1.211323,-1.465583,N.A.,Direct,None,H-9558
TmSb,Fm-3m,-1.068796,-1.350714,0.11,0.0,2,2,-1.068796,-1.350714,Indirect,N.A.,None,H-3978
TmSe,Fm-3m,-1.651285,-1.889183,0.0,0.04,2,2,-1.651285,-1.889183,N.A.,Indirect,None,H-10408
TmSi2,P6/mmm,-0.470095,-0.494463,0.0,0.0,3,2,-0.470095,-0.494463,N.A.,N.A.,-0.6726,H-9379
TmSnAu,F-43m,-0.8336,-0.947974,0.0,0.17,3,3,-0.842225,-0.945297,Indirect,Indirect,None,H-11797
TmTl3,Pm-3m,-0.162591,-0.246594,0.0,0.0,4,2,-0.162591,-0.246594,N.A.,N.A.,None,H-668
TmTl,Pm-3m,-0.287933,-0.400309,0.0,0.0,2,2,-0.287933,-0.400309,N.A.,N.A.,None,H-1302
TmZn,Pm-3m,-0.354877,-0.452215,0.0,0.0,2,2,-0.354877,-0.452215,N.A.,N.A.,None,H-12516
Tm,Fm-3m,0.032384,0.047221,0.0,0.03,1,1,0.032384,0.047221,N.A.,Indirect,0.0,H-20
Tm,R-3m,0.005836,0.0,0.0,0.0,3,1,0.005836,0.0,N.A.,N.A.,0.0,H-213
UAs,Pm-3m,-0.721148,-1.300337,0.0,0.0,2,2,-0.721148,-1.300337,N.A.,N.A.,None,H-3633
UB2,P6/mmm,-0.6862,-0.737185,0.0,0.0,3,2,-0.6862,-0.737185,N.A.,N.A.,-0.5681,H-13127
UC,Fm-3m,-0.304005,-0.479072,0.0,0.01,2,2,-0.304005,-0.479072,N.A.,Indirect,-0.503,H-6773
UN2,Fm-3m,-1.641375,-1.5907,0.74,1.56,3,2,-1.478295,-1.687165,Indirect,Indirect,None,H-11331
UN,Fm-3m,-1.591524,-1.654873,0.0,0.0,2,2,-1.469214,-1.727222,N.A.,N.A.,-1.507,H-10537
UNiSn,F-43m,0.394936,0.270984,0.0,0.0,3,3,0.386311,0.273661,N.A.,N.A.,None,H-7698
UO2,Fm-3m,-3.748411,-3.311441,0.0,0.0,3,2,-3.365715,-3.217638,N.A.,N.A.,-3.7484,H-11483
UO,Fm-3m,-3.422884,-2.52839,0.0,0.0,2,2,-3.135862,-2.458037,N.A.,N.A.,None,H-10511
UP,R-3m,-1.282213,-1.770981,0.0,0.0,2,2,-1.109716,-1.672486,N.A.,N.A.,-1.3888,H-1913
URu3,Pm-3m,-0.386723,-0.558695,0.0,0.0,4,2,-0.386723,-0.558695,N.A.,N.A.,-0.3213,H-544
US,Fm-3m,-1.717974,-2.008212,0.0,0.0,2,2,-1.499729,-1.949501,N.A.,N.A.,-1.5871,H-8280
USbRh,None,-0.599431,-1.028713,0.0,0.0,3,3,-0.599431,-1.028713,N.A.,N.A.,None,H-5788
USb,Fm-3m,-0.287394,-1.127215,0.0,0.02,2,2,-0.287394,-1.127215,N.A.,Indirect,None,H-2526
USe,Fm-3m,-1.106676,-1.74864,0.0,0.0,2,2,-1.106676,-1.74864,N.A.,N.A.,None,H-8143
U,Fm-3m,0.105175,0.0,0.0,0.0,1,1,0.105175,0.0,N.A.,N.A.,0.0,H-206
U,Im-3m,0.0,0.100763,0.0,0.0,1,1,0.0,0.100763,N.A.,N.A.,0.0,H-368
VB2,P6/mmm,-0.742389,-0.795157,0.0,0.0,3,2,-0.742389,-0.795157,N.A.,N.A.,-0.7183,H-11260
VB2,P6/mmm,-0.742368,-0.794585,0.0,0.0,3,2,-0.742368,-0.794585,N.A.,N.A.,-0.7183,H-12134
VC,Fm-3m,-0.431258,-0.50909,0.0,0.0,2,2,-0.431258,-0.50909,N.A.,N.A.,None,H-11717
VFe,Pm-3m,-0.138189,-0.097969,0.0,0.0,2,2,-0.138189,-0.097969,N.A.,N.A.,None,H-4338
VH2,Fm-3m,-0.294474,-0.202904,0.0,0.0,3,2,-0.229167,-0.235206,N.A.,N.A.,None,H-10712
VI2,P-1,-0.679648,-1.149492,1.09,3.59,3,2,-0.485496,-1.14249,Indirect,Indirect,-0.9106,H-6870
VIr,P4/mmm,-0.510236,-0.578831,0.0,0.0,2,2,-0.510236,-0.578831,N.A.,N.A.,-0.2912,H-2914
VN,Fm-3m,-1.109124,-1.037385,0.0,0.0,2,2,-0.986813,-1.109733,N.A.,N.A.,-1.1253,H-4100
VN,P-6m2,-1.300943,-1.269174,0.0,0.0,2,2,-1.178633,-1.341523,N.A.,N.A.,-1.1253,H-8148
VO,Fm-3m,-2.232464,-2.159118,0.73,2.99,2,2,-1.945441,-2.088766,Indirect,Indirect,-2.2325,H-11068
VOs,Pm-3m,-0.237715,-0.440293,0.0,0.0,2,2,-0.237715,-0.440293,N.A.,N.A.,None,H-4076
VPt,P4/mmm,-0.56266,-0.623341,0.0,0.0,2,2,-0.56266,-0.623341,N.A.,N.A.,None,H-7966
VRh,P4/mmm,-0.36903,-0.526737,0.0,0.0,2,2,-0.36903,-0.526737,N.A.,N.A.,None,H-5181
VRu,P4/mmm,-0.223214,-0.466443,0.0,0.0,2,2,-0.223214,-0.466443,N.A.,N.A.,None,H-2260
VSbRu,F-43m,-0.215256,-0.467701,0.2,1.26,3,3,-0.215256,-0.467701,Indirect,Indirect,None,H-913
V,Im-3m,0.0,0.0,0.0,0.0,1,1,0.0,0.0,N.A.,N.A.,0.0,H-235
XeF2,I4/mmm,-0.747477,-0.543142,2.76,4.44,3,2,-0.480534,-0.406471,Indirect,Indirect,-0.5623,H-6748
Xe,P63/mmc,0.0,0.0,6.2,7.32,2,1,0.0,0.0,Direct,Direct,None,H-101
Xe,Fm-3m,0.000245,0.000177,6.2,7.32,1,1,0.000245,0.000177,Direct,Direct,None,H-117
Y2C,R-3m,-0.29427,-0.459661,0.0,0.0,3,2,-0.29427,-0.459661,N.A.,N.A.,-0.3296,H-6063
YAg2,I4/mmm,-0.328263,-0.367128,0.0,0.0,3,2,-0.328263,-0.367128,N.A.,N.A.,-0.2757,H-5960
YAg,Pm-3m,-0.329196,-0.383459,0.0,0.0,2,2,-0.329196,-0.383459,N.A.,N.A.,-0.2778,H-7816
YAl,Pm-3m,-0.404109,-0.529303,0.0,0.0,2,2,-0.404109,-0.529303,N.A.,N.A.,None,H-7953
YAs,Fm-3m,-1.549456,-1.856134,0.0,0.11,2,2,-1.549456,-1.856134,N.A.,Indirect,None,H-7217
YAu,Pm-3m,-0.860534,-0.937653,0.0,0.0,2,2,-0.860534,-0.937653,N.A.,N.A.,-0.8157,H-2367
YB2,Cmmm,-0.56798,-0.656195,0.0,0.0,3,2,-0.56798,-0.656195,N.A.,N.A.,-0.37,H-3304
YBi,Fm-3m,-0.90452,-1.180703,0.0,0.0,2,2,-0.90452,-1.180703,N.A.,N.A.,None,H-2649
YC2,I4/mmm,-0.20375,-0.283162,0.0,0.0,3,2,-0.20375,-0.283162,N.A.,N.A.,None,H-2397
YC,Pm-3m,0.555437,0.5544,0.0,0.0,2,2,0.555437,0.5544,N.A.,N.A.,None,H-12737
YC,Fm-3m,0.032119,0.061708,0.03,0.05,2,2,0.032119,0.061708,Indirect,Indirect,None,H-5210
YCd,Pm-3m,-0.347202,-0.444643,0.0,0.0,2,2,-0.347202,-0.444643,N.A.,N.A.,None,H-12106
YH2,Fm-3m,-0.785234,-0.815224,0.0,0.08,3,2,-0.719927,-0.847527,N.A.,Indirect,-0.7661,H-11227
YHSe,P-6m2,-1.485145,-1.674222,1.53,2.49,3,3,-1.452491,-1.690374,Indirect,Indirect,None,H-9897
YHg,Pm-3m,-0.510107,-0.632535,0.0,0.0,2,2,-0.507448,-0.663407,N.A.,N.A.,None,H-5197
YIn,Pm-3m,-0.30403,-0.417842,0.0,0.0,2,2,-0.30403,-0.417842,N.A.,N.A.,None,H-962
YIr,Pm-3m,-0.790341,-0.994816,0.0,0.0,2,2,-0.790341,-0.994816,N.A.,N.A.,-0.683,H-8301
YN,Fm-3m,-1.836096,-1.867647,0.21,1.11,2,2,-1.713786,-1.939996,Indirect,Indirect,-1.5503,H-11829
YN,F-43m,-1.586655,-1.579257,2.05,3.02,2,2,-1.464344,-1.651606,Indirect,Indirect,-1.5503,H-1756
YN,Pm-3m,-0.901451,-0.882228,0.05,0.37,2,2,-0.779141,-0.954576,Indirect,Indirect,-1.5503,H-4705
YNiSb,F-43m,-0.905175,-1.1337,0.28,0.44,3,3,-0.905175,-1.1337,Indirect,Indirect,None,H-7549
YP,Pm-3m,-1.239216,-1.360057,0.0,0.1,2,2,-1.066719,-1.261562,N.A.,Indirect,None,H-10032
YP,Fm-3m,-1.798272,-1.989915,0.0,0.21,2,2,-1.625776,-1.89142,N.A.,Indirect,None,H-13090
YS,Fm-3m,-2.216524,-2.297634,0.0,0.0,2,2,-1.99828,-2.238924,N.A.,N.A.,-2.3838,H-10499
YSb,Fm-3m,-1.157429,-1.478368,0.04,0.0,2,2,-1.157429,-1.478368,Indirect,N.A.,None,H-3406
YSe,Fm-3m,-1.759978,-2.025974,0.0,0.04,2,2,-1.759978,-2.025974,N.A.,Indirect,None,H-3006
YSi2,Cmmm,-0.524097,-0.570572,0.0,0.0,3,2,-0.524097,-0.570572,N.A.,N.A.,-0.6405,H-2434
YTe,Fm-3m,-1.299004,-1.558653,0.0,0.0,2,2,-1.299004,-1.558653,N.A.,N.A.,None,H-13237
YTl,Pm-3m,-0.35973,-0.508065,0.0,0.0,2,2,-0.35973,-0.508065,N.A.,N.A.,None,H-2935
YZn,Fm-3m,-0.076014,-0.121843,0.0,0.0,2,2,-0.076014,-0.121843,N.A.,N.A.,None,H-11101
Y,Fm-3m,0.059396,0.0,0.0,0.04,1,1,0.059396,0.0,N.A.,Indirect,0.0,H-185
YbAg2,I4/mmm,-0.34753,-0.313208,0.0,0.0,3,2,-0.34753,-0.313208,N.A.,N.A.,None,H-11014
YbAs,Fm-3m,-0.812844,-0.846359,0.0,0.0,2,2,-0.812844,-0.846359,Indirect,N.A.,None,H-1428
YbBiAu,F-43m,-0.327564,-0.303041,0.0,0.0,3,3,-0.327564,-0.303041,N.A.,N.A.,None,H-9223
YbBiPt,F-43m,-0.855464,-0.963842,0.0,0.0,3,3,-0.855464,-0.963842,N.A.,N.A.,None,H-8388
YbC2,I4/mmm,-0.065415,-0.115382,1.01,2.25,3,2,-0.065415,-0.115382,Indirect,Indirect,None,H-8041
YbCd,Pm-3m,-0.417623,-0.395823,0.0,0.0,2,2,-0.417623,-0.395823,N.A.,N.A.,None,H-2003
YbGa,P4/mmm,-0.528827,-0.302888,0.0,0.0,2,2,-0.528827,-0.302888,N.A.,N.A.,None,H-4330
